"studyid","species","int_type","spp","phenovalue","spptrends.fromstan","lmfits","doybydec","doybydec.lm","doybedec.notype","doybydec.notype"
"HMK027","Ficedula1 albicollis","predation","spp2",34,0.0787452104780214,-0.236786813186813,0.787452104780214,-2.36786813186813,-2.87900691600319,-2.87900691600319
"SET005","Fratercula arctica","predation","spp2",24,0.84672182893723,0.277505941562955,8.4672182893723,2.77505941562955,1.75162040026289,1.75162040026289
"HMK038","Glis glis","predation","spp2",104,0.478346283233992,-0.321212121212127,4.78346283233992,-3.21212121212127,0.96810297346818,0.96810297346818
"EMW001","Mnemiopsis1 leidyi","predation","spp2",6,0.729152215874077,0.148958478959844,7.29152215874077,1.48958478959844,1.07613519019718,1.07613519019718
"HMK035","Mnemiopsis2 leidyi","predation","spp2",8,0.1191428422903,0.98111071428564,1.191428422903,9.8111071428564,-2.71809362438232,-2.71809362438232
"HMK048","Parus ater","predation","spp2",20,0.362670064287016,-0.14389137101501,3.62670064287016,-1.4389137101501,-1.61359940166782,-1.61359940166782
"HMK027","Parus1 major","predation","spp2",36,-0.0160243357736013,-0.187603458138324,-0.160243357736013,-1.87603458138324,-3.69994855651062,-3.69994855651062
"HMK048","Parus2 caeruleus","predation","spp2",20,0.0834681518897572,-0.244539393939402,0.834681518897572,-2.44539393939402,-2.23202293149728,-2.23202293149728
"HMK028","Parus2 major","predation","spp2",32,1.57357040994157,0.868252964426941,15.7357040994157,8.68252964426941,4.74602293622508,4.74602293622508
"HMK048","Parus4 major","predation","spp2",20,1.51006704120193,0.750359347826135,15.1006704120193,7.50359347826135,4.51946925916367,4.51946925916367
"HMK019","Perca fluviatillis","predation","spp2",36,0.15420747567243,-0.258332451449137,1.5420747567243,-2.58332451449137,-2.59646440704972,-2.59646440704972
"SET005","Phalacrocorax aristotelis","predation","spp2",24,0.356387933959627,-0.0894314529914536,3.56387933959627,-0.894314529914536,-1.61127877397904,-1.61127877397904
"HMK043","Pleurobrachia pileus","predation","spp2",27,0.539481722582748,0.104966191607322,5.39481722582748,1.04966191607322,-0.50065211867903,-0.50065211867903
"SET005","Rissa2 tridactyla","predation","spp2",24,0.0790810811604424,0.92995714285708,0.790810811604424,9.2995714285708,-2.75431656638385,-2.75431656638385
"SET005","Uria aalge","predation","spp2",24,-0.133471525186289,-0.461997086956522,-1.33471525186289,-4.61997086956522,-3.87331310277193,-3.87331310277193
